crop_filename,source_image,x1,y1,x2,y2,confidence,bg_level,category,,suggested_category,suggested_from,suggested_notes,Notes
crop_0031_trinity-2_20240820T233850_NewBrighton_DSC01706_conf0.95.jpg,trinity-2_20240820T233850_NewBrighton_DSC01706.JPG,1045,3148,1424,3509,0.946,0bg,H,Boat,Boat,,,
crop_0032_trinity-2_20230901T183423_DSC04420_conf0.59.jpg,trinity-2_20230901T183423_DSC04420.JPG,7521,730,7809,859,0.586,0bg,W,,,,,
crop_0033_trinity-2_20240605T152806_NewBrighton_DSC00865_conf0.52.jpg,trinity-2_20240605T152806_NewBrighton_DSC00865.JPG,7927,1065,7952,1152,0.516,0bg,N,,,,,
crop_0034_trinity-2_20241021T184730_MossLanding_DSC01708_conf0.72.jpg,trinity-2_20241021T184730_MossLanding_DSC01708.JPG,6184,2544,6288,2672,0.719,0bg,Kf,,Kf,/mnt/user-data/uploads/20bg (dist=14px),,
crop_0035_trinity-2_20230901T183423_DSC04534_conf0.51.jpg,trinity-2_20230901T183423_DSC04534.JPG,6981,619,7011,648,0.511,0bg,W,,,,,
crop_0036_trinity-2_20240808T171312_Davenport_DSC01348_conf0.86.jpg,trinity-2_20240808T171312_Davenport_DSC01348.JPG,851,4459,913,4504,0.863,0bg,Oc,,Oc,/mnt/user-data/outputs/5bg_manifest_final (dist=0px),,
crop_0037_trinity-2_20240424T174720_DSC09972_conf0.54.jpg,trinity-2_20240424T174720_DSC09972.JPG,4599,2631,4803,2875,0.544,0bg,G,,,,,
crop_0038_trinity-2_20250520T160528_Seacliff_DSC01378_conf0.53.jpg,trinity-2_20250520T160528_Seacliff_DSC01378.JPG,6718,3806,7006,4110,0.533,0bg,N,,,,,
crop_0039_trinity-2_20250422T181708_Seacliff_DSC01786_conf0.78.jpg,trinity-2_20250422T181708_Seacliff_DSC01786.JPG,5279,4152,5419,4206,0.784,0bg,Km,,Km,/mnt/user-data/outputs/5bg_manifest_final (dist=23px),,
crop_0040_trinity-2_20241218T210331_Davenport_DSC02266_conf0.51.jpg,trinity-2_20241218T210331_Davenport_DSC02266.JPG,1730,3807,1853,3907,0.506,0bg,W,,,,,
crop_0041_trinity-2_20250509T160658_Davenport_DSC01833_conf0.51.jpg,trinity-2_20250509T160658_Davenport_DSC01833.JPG,1869,161,1912,292,0.512,0bg,Kf,,,,,
crop_0042_trinity-2_20250521T004432_Seacliff_DSC01963_conf0.53.jpg,trinity-2_20250521T004432_Seacliff_DSC01963.JPG,0,145,349,432,0.525,0bg,W,,,,,
crop_0043_trinity-2_20230901T183423_DSC04420_conf0.97.jpg,trinity-2_20230901T183423_DSC04420.JPG,6372,491,6660,779,0.973,0bg,W,,,,,
crop_0044_trinity-2_20241219T193922_Monterey_DSC01580_conf0.73.jpg,trinity-2_20241219T193922_Monterey_DSC01580.JPG,2587,3139,2630,3183,0.725,0bg,B,,B,/mnt/user-data/outputs/5bg_manifest_final (dist=1px),,
crop_0045_trinity-2_20240809T233952_NewBrighton_DSC01690_conf0.85.jpg,trinity-2_20240809T233952_NewBrighton_DSC01690.JPG,5742,382,5826,517,0.848,0bg,W,,,,,
crop_0046_trinity-2_20240809T233952_NewBrighton_DSC01612_conf0.71.jpg,trinity-2_20240809T233952_NewBrighton_DSC01612.JPG,7842,3661,7917,3680,0.708,0bg,W,,,,,
crop_0047_trinity-2_20241021T184730_MossLanding_DSC01928_conf0.62.jpg,trinity-2_20241021T184730_MossLanding_DSC01928.JPG,3356,4667,3462,4708,0.621,0bg,B,,B,/mnt/user-data/uploads/10bg (dist=2px),,
crop_0048_trinity-2_20230901T183423_DSC04444_conf0.60.jpg,trinity-2_20230901T183423_DSC04444.JPG,5255,941,5291,969,0.597,0bg,W,,,,,
crop_0049_trinity-2_20250520T160528_Seacliff_DSC01651_conf0.70.jpg,trinity-2_20250520T160528_Seacliff_DSC01651.JPG,6920,291,6952,343,0.697,0bg,Od,,Od,/mnt/user-data/uploads/10bg (dist=4px),,
crop_0050_trinity-2_20240618T152524_NewBrighton_DSC00947_conf0.73.jpg,trinity-2_20240618T152524_NewBrighton_DSC00947.JPG,7520,4642,7808,4930,0.735,0bg,N,,,,,
crop_0051_trinity-2_20250509T160658_Davenport_DSC01555_conf0.52.jpg,trinity-2_20250509T160658_Davenport_DSC01555.JPG,1055,4677,1113,4759,0.524,0bg,Od,,,,,
crop_0052_trinity-2_20230901T183423_DSC04593_conf0.58.jpg,trinity-2_20230901T183423_DSC04593.JPG,6761,89,6790,131,0.584,0bg,B,,B,/mnt/user-data/uploads/20bg (dist=2px),,
crop_0053_trinity-2_20231006T165315_DSC04614_conf0.83.jpg,trinity-2_20231006T165315_DSC04614.JPG,513,567,555,654,0.827,0bg,Kf,,Kf,/mnt/user-data/uploads/20bg (dist=8px),,
crop_0054_trinity-2_20230901T183423_DSC04350_conf0.69.jpg,trinity-2_20230901T183423_DSC04350.JPG,4381,1189,4533,1242,0.694,0bg,B,,B,/mnt/user-data/outputs/5bg_manifest_final (dist=23px),,
crop_0055_trinity-2_20250520T160528_Seacliff_DSC01501_conf0.56.jpg,trinity-2_20250520T160528_Seacliff_DSC01501.JPG,7064,1730,7351,1851,0.560,0bg,W,,,,,
crop_0056_trinity-2_20240820T233850_NewBrighton_DSC01641_conf0.52.jpg,trinity-2_20240820T233850_NewBrighton_DSC01641.JPG,1546,3806,1693,3953,0.520,0bg,W,,,,,
crop_0057_trinity-2_20240809T233952_NewBrighton_DSC01621_conf0.67.jpg,trinity-2_20240809T233952_NewBrighton_DSC01621.JPG,3645,3116,3904,3282,0.667,0bg,G,,,,,
crop_0058_trinity-1_20230607T194614_DSC00188_conf0.51.jpg,trinity-1_20230607T194614_DSC00188.JPG,975,545,999,569,0.510,0bg,W,,,,,
crop_0059_trinity-2_20240702T162557_Seacliff_DSC01327_conf0.78.jpg,trinity-2_20240702T162557_Seacliff_DSC01327.JPG,540,3239,576,3371,0.776,0bg,Kf,,Kf,/mnt/user-data/uploads/10bg (dist=1px),,
crop_0060_trinity-2_20250509T160658_Davenport_DSC01799_conf0.64.jpg,trinity-2_20250509T160658_Davenport_DSC01799.JPG,7638,1578,7667,1604,0.635,0bg,Od,,,,,
crop_0061_trinity-2_20250509T160658_Davenport_DSC01512_conf0.81.jpg,trinity-2_20250509T160658_Davenport_DSC01512.JPG,6516,1531,6540,1556,0.807,0bg,Od,,,,,
crop_0062_trinity-2_20250520T160528_Seacliff_DSC01373_conf0.51.jpg,trinity-2_20250520T160528_Seacliff_DSC01373.JPG,1441,3587,1477,3619,0.513,0bg,Od,,,,,
crop_0063_trinity-2_20231006T165315_DSC04461_conf0.52.jpg,trinity-2_20231006T165315_DSC04461.JPG,1287,3742,1358,3827,0.522,0bg,Kf,,,,,
crop_0064_trinity-2_20240618T152524_NewBrighton_DSC00947_conf0.74.jpg,trinity-2_20240618T152524_NewBrighton_DSC00947.JPG,7410,4296,7698,4584,0.740,0bg,N,,,,,
crop_0065_trinity-2_20231006T165315_DSC04578_conf0.55.jpg,trinity-2_20231006T165315_DSC04578.JPG,6371,0,6659,142,0.552,0bg,G,,,,,
crop_0066_trinity-2_20240621T153337_Seymour_DSC01059_conf0.62.jpg,trinity-2_20240621T153337_Seymour_DSC01059.JPG,4988,4644,5276,4931,0.622,0bg,W,,,,,
crop_0067_trinity-2_20240809T233952_NewBrighton_DSC01418_conf0.69.jpg,trinity-2_20240809T233952_NewBrighton_DSC01418.JPG,2453,896,2540,913,0.690,0bg,W,,,,,
crop_0068_trinity-2_20250521T004432_Seacliff_DSC02210_conf0.50.jpg,trinity-2_20250521T004432_Seacliff_DSC02210.JPG,3462,4454,3557,4542,0.501,0bg,W,,,,,
crop_0069_trinity-2_20240618T152524_NewBrighton_DSC00947_conf0.50.jpg,trinity-2_20240618T152524_NewBrighton_DSC00947.JPG,3603,3951,3892,4238,0.502,0bg,N,,,,,
crop_0070_trinity-2_20231006T165315_DSC04471_conf0.65.jpg,trinity-2_20231006T165315_DSC04471.JPG,5885,1053,5905,1073,0.649,0bg,Od,,,,,
crop_0071_trinity-2_20241021T184730_MossLanding_DSC01935_conf0.51.jpg,trinity-2_20241021T184730_MossLanding_DSC01935.JPG,144,4643,432,4930,0.506,0bg,G,,,,,
crop_0072_trinity-2_20240820T233850_NewBrighton_DSC01607_conf0.51.jpg,trinity-2_20240820T233850_NewBrighton_DSC01607.JPG,692,693,740,769,0.514,0bg,B,,B,/mnt/user-data/outputs/5bg_manifest_final (dist=4px),,
crop_0073_trinity-2_20250521T004432_Seacliff_DSC01922_conf0.62.jpg,trinity-2_20250521T004432_Seacliff_DSC01922.JPG,7407,2157,7467,2358,0.624,0bg,B,,B,/mnt/user-data/uploads/10bg (dist=15px),,
crop_0074_trinity-2_20230901T183423_DSC04364_conf0.75.jpg,trinity-2_20230901T183423_DSC04364.JPG,3435,3806,3498,3848,0.755,0bg,B,,,,,
crop_0075_trinity-2_20240808T171312_Davenport_DSC01440_conf0.60.jpg,trinity-2_20240808T171312_Davenport_DSC01440.JPG,836,2422,1124,2536,0.600,0bg,W,,,,,
crop_0076_trinity-2_20241021T184730_MossLanding_DSC01708_conf0.79.jpg,trinity-2_20241021T184730_MossLanding_DSC01708.JPG,6228,2609,6258,2637,0.793,0bg,Kf,,Kf,/mnt/user-data/outputs/5bg_manifest_final (dist=1px),,
crop_0077_trinity-2_20231006T165315_DSC04578_conf0.81.jpg,trinity-2_20231006T165315_DSC04578.JPG,160,3933,215,3984,0.809,0bg,Oc,,Oc,/mnt/user-data/outputs/5bg_manifest_final (dist=3px),,
crop_0078_trinity-2_20240703T164523_Davenport_DSC01436_conf0.51.jpg,trinity-2_20240703T164523_Davenport_DSC01436.JPG,3231,3272,3260,3296,0.512,0bg,Od,,Od,/mnt/user-data/outputs/5bg_manifest_final (dist=50px),,
crop_0079_trinity-2_20231109T191204_DSC05552_conf0.56.jpg,trinity-2_20231109T191204_DSC05552.JPG,1527,4297,1815,4585,0.562,0bg,G,,,,,
crop_0080_trinity-2_20240809T233952_NewBrighton_DSC01690_conf0.73.jpg,trinity-2_20240809T233952_NewBrighton_DSC01690.JPG,4673,4660,4755,4705,0.730,0bg,W,,,,,
crop_0081_trinity-2_20240808T171312_Davenport_DSC01348_conf0.73.jpg,trinity-2_20240808T171312_Davenport_DSC01348.JPG,7089,2911,7148,2969,0.726,0bg,Kf,,Kf,/mnt/user-data/uploads/10bg (dist=2px),,
crop_0082_trinity-2_20240820T233850_NewBrighton_DSC01641_conf0.61.jpg,trinity-2_20240820T233850_NewBrighton_DSC01641.JPG,0,2768,143,2814,0.611,0bg,Kf,,Kf,/mnt/user-data/uploads/10bg (dist=10px),,
crop_0083_trinity-2_20250509T160658_Davenport_DSC01853_conf0.78.jpg,trinity-2_20250509T160658_Davenport_DSC01853.JPG,3091,396,3155,437,0.776,0bg,B,,B,/mnt/user-data/uploads/10bg (dist=1px),And E,
crop_0084_trinity-2_20240809T233952_NewBrighton_DSC01621_conf0.83.jpg,trinity-2_20240809T233952_NewBrighton_DSC01621.JPG,1109,1384,1215,1563,0.831,0bg,H,Kayak,H,/mnt/user-data/outputs/5bg_manifest_final (dist=29px),,
crop_0085_trinity-2_20240618T152524_NewBrighton_DSC00858_conf0.75.jpg,trinity-2_20240618T152524_NewBrighton_DSC00858.JPG,4474,3017,4500,3050,0.747,0bg,Od,,,,,
crop_0086_trinity-2_20230901T183423_DSC04474_conf0.58.jpg,trinity-2_20230901T183423_DSC04474.JPG,4642,3605,4929,3893,0.578,0bg,W,,,,,
crop_0087_trinity-2_20241021T184730_MossLanding_DSC01704_conf0.76.jpg,trinity-2_20241021T184730_MossLanding_DSC01704.JPG,490,4643,777,4930,0.762,0bg,G,,,,,
crop_0088_trinity-2_20230901T183423_DSC04593_conf0.73.jpg,trinity-2_20230901T183423_DSC04593.JPG,975,1242,1029,1259,0.728,0bg,B,,,,,
crop_0089_trinity-2_20231109T191204_DSC05552_conf0.97.jpg,trinity-2_20231109T191204_DSC05552.JPG,837,490,1124,778,0.972,0bg,G,,G,/mnt/user-data/uploads/20bg (dist=1px),,
crop_0090_trinity-2_20240820T233850_NewBrighton_DSC01706_conf0.92.jpg,trinity-2_20240820T233850_NewBrighton_DSC01706.JPG,702,3460,921,3598,0.920,0bg,H,Boat,,,,
crop_0091_trinity-1_20230607T194614_DSC00188_conf0.84.jpg,trinity-1_20230607T194614_DSC00188.JPG,5333,2913,5622,3200,0.840,0bg,W,,,,,
crop_0092_trinity-2_20230901T183423_DSC04364_conf0.60.jpg,trinity-2_20230901T183423_DSC04364.JPG,3114,2422,3153,2513,0.604,0bg,Od,,,,,
crop_0093_trinity-2_20241021T184730_MossLanding_DSC01935_conf0.51.jpg,trinity-2_20241021T184730_MossLanding_DSC01935.JPG,4290,3460,4352,3480,0.512,0bg,E,,,,,
crop_0094_trinity-2_20231006T165315_DSC04471_conf0.51.jpg,trinity-2_20231006T165315_DSC04471.JPG,7127,3514,7150,3575,0.506,0bg,E,,,,,
crop_0095_trinity-2_20240809T233952_NewBrighton_DSC01705_conf0.65.jpg,trinity-2_20240809T233952_NewBrighton_DSC01705.JPG,7772,1384,7819,1436,0.653,0bg,W,,,,,
crop_0096_trinity-2_20250509T160658_Davenport_DSC01555_conf0.61.jpg,trinity-2_20250509T160658_Davenport_DSC01555.JPG,143,3263,432,3548,0.609,0bg,W,,,,,
crop_0097_trinity-2_20240809T233952_NewBrighton_DSC01358_conf0.85.jpg,trinity-2_20240809T233952_NewBrighton_DSC01358.JPG,7037,5193,7164,5241,0.851,0bg,W,,,,,
crop_0098_trinity-2_20250520T160528_Seacliff_DSC01373_conf0.50.jpg,trinity-2_20250520T160528_Seacliff_DSC01373.JPG,5334,4498,5622,4600,0.500,0bg,W,,,,,
crop_0099_trinity-2_20250116T191800_Davenport_DSC01772_conf0.56.jpg,trinity-2_20250116T191800_Davenport_DSC01772.JPG,4935,3806,5029,3864,0.560,0bg,E,,,,,
crop_0100_trinity-2_20240809T233952_NewBrighton_DSC01358_conf0.83.jpg,trinity-2_20240809T233952_NewBrighton_DSC01358.JPG,7724,2579,7802,2624,0.834,0bg,W,,,,,
crop_0101_trinity-2_20241021T184730_MossLanding_DSC01708_conf0.57.jpg,trinity-2_20241021T184730_MossLanding_DSC01708.JPG,6685,2255,6834,2351,0.570,0bg,Kf,,,,,
crop_0102_trinity-2_20241021T184730_MossLanding_DSC02023_conf0.56.jpg,trinity-2_20241021T184730_MossLanding_DSC02023.JPG,3460,4731,3519,4802,0.562,0bg,E,,E,/mnt/user-data/outputs/5bg_manifest_final (dist=2px),,
crop_0103_trinity-2_20241021T184730_MossLanding_DSC01935_conf0.71.jpg,trinity-2_20241021T184730_MossLanding_DSC01935.JPG,2770,1581,2902,1603,0.708,0bg,B,,B,/mnt/user-data/uploads/10bg (dist=1px),,
crop_0104_trinity-2_20240820T233850_NewBrighton_DSC01706_conf0.90.jpg,trinity-2_20240820T233850_NewBrighton_DSC01706.JPG,4844,2542,5002,2616,0.897,0bg,B,,,,,
crop_0105_trinity-2_20240820T160209_Seymour_DSC01693_conf0.71.jpg,trinity-2_20240820T160209_Seymour_DSC01693.JPG,1410,1533,1474,1587,0.709,0bg,B,,B,/mnt/user-data/outputs/5bg_manifest_final (dist=1px),,
crop_0106_trinity-2_20240809T233952_NewBrighton_DSC01709_conf0.57.jpg,trinity-2_20240809T233952_NewBrighton_DSC01709.JPG,5537,4498,5750,4653,0.570,0bg,G,,,,,
crop_0107_trinity-2_20240809T233952_NewBrighton_DSC01418_conf0.71.jpg,trinity-2_20240809T233952_NewBrighton_DSC01418.JPG,1064,4595,1217,4651,0.713,0bg,W,,Kf,/mnt/user-data/uploads/20bg (dist=4px),,
crop_0108_trinity-2_20241219T193922_Monterey_DSC01607_conf0.80.jpg,trinity-2_20241219T193922_Monterey_DSC01607.JPG,1822,1364,1846,1387,0.799,0bg,Oc,,Oc,/mnt/user-data/outputs/5bg_manifest_final (dist=1px),,
crop_0109_trinity-2_20240703T164523_Davenport_DSC01422_conf0.59.jpg,trinity-2_20240703T164523_Davenport_DSC01422.JPG,537,2505,576,2567,0.590,0bg,Od,,,,,
crop_0110_trinity-2_20240820T160209_Seymour_DSC01345_conf0.83.jpg,trinity-2_20240820T160209_Seymour_DSC01345.JPG,1158,400,1402,518,0.831,0bg,W,,,,,
crop_0111_trinity-2_20240809T233952_NewBrighton_DSC01621_conf0.52.jpg,trinity-2_20240809T233952_NewBrighton_DSC01621.JPG,1528,2221,1816,2508,0.516,0bg,N,,,,,
crop_0112_trinity-2_20240702T162557_Seacliff_DSC01545_conf0.50.jpg,trinity-2_20240702T162557_Seacliff_DSC01545.JPG,6025,4297,6313,4584,0.502,0bg,N,,,,,
crop_0113_trinity-2_20240809T233952_NewBrighton_DSC01621_conf0.57.jpg,trinity-2_20240809T233952_NewBrighton_DSC01621.JPG,1526,2961,1585,2986,0.568,0bg,W,,,,,
crop_0114_trinity-2_20240702T162557_Seacliff_DSC01327_conf0.72.jpg,trinity-2_20240702T162557_Seacliff_DSC01327.JPG,1493,2209,1521,2238,0.716,0bg,Od,,Od,/mnt/user-data/outputs/5bg_manifest_final (dist=1px),,
crop_0115_trinity-2_20240618T152524_NewBrighton_DSC00947_conf0.60.jpg,trinity-2_20240618T152524_NewBrighton_DSC00947.JPG,3949,4872,4238,5160,0.596,0bg,N,,,,,
crop_0116_trinity-2_20240808T171312_Davenport_DSC01440_conf0.57.jpg,trinity-2_20240808T171312_Davenport_DSC01440.JPG,489,1038,778,1140,0.567,0bg,W,,,,,
crop_0117_trinity-2_20231006T165315_DSC04433_conf0.50.jpg,trinity-2_20231006T165315_DSC04433.JPG,4464,1098,4497,1131,0.500,0bg,Kf,,Kf,/mnt/user-data/uploads/20bg (dist=5px),,
crop_0118_trinity-2_20231006T165315_DSC04526_conf0.82.jpg,trinity-2_20231006T165315_DSC04526.JPG,2790,5193,2812,5214,0.816,0bg,Od,,Od,/mnt/user-data/uploads/20bg (dist=0px),,
crop_0119_trinity-2_20250509T160658_Davenport_DSC01833_conf0.79.jpg,trinity-2_20250509T160658_Davenport_DSC01833.JPG,1755,366,1888,645,0.786,0bg,Kf,,,,,
crop_0120_trinity-2_20240809T233952_NewBrighton_DSC01387_conf0.57.jpg,trinity-2_20240809T233952_NewBrighton_DSC01387.JPG,7261,2320,7380,2434,0.572,0bg,W,,,,,
crop_0121_trinity-2_20240424T174720_DSC09740_conf0.85.jpg,trinity-2_20240424T174720_DSC09740.JPG,6990,4665,7071,4736,0.850,0bg,Od,,,,,
crop_0122_trinity-1_20230607T194614_DSC00188_conf0.97.jpg,trinity-1_20230607T194614_DSC00188.JPG,5680,2220,5968,2508,0.970,0bg,W,,,,,
crop_0123_trinity-2_20230901T183423_DSC04553_conf0.57.jpg,trinity-2_20230901T183423_DSC04553.JPG,7544,2422,7682,2591,0.571,0bg,F,,,,,
crop_0124_trinity-2_20230901T183423_DSC04593_conf0.64.jpg,trinity-2_20230901T183423_DSC04593.JPG,7058,1790,7119,1888,0.639,0bg,B,,,,,
crop_0125_trinity-2_20250521T004432_Seacliff_DSC02210_conf0.62.jpg,trinity-2_20250521T004432_Seacliff_DSC02210.JPG,2422,3083,2591,3258,0.615,0bg,W,,,,,
crop_0126_trinity-2_20240605T163415_Seacliff_DSC01365_conf0.83.jpg,trinity-2_20240605T163415_Seacliff_DSC01365.JPG,2118,1521,2215,1658,0.828,0bg,Kf,,Kf,/mnt/user-data/uploads/10bg (dist=2px),,
crop_0127_trinity-2_20240605T163415_Seacliff_DSC01365_conf0.79.jpg,trinity-2_20240605T163415_Seacliff_DSC01365.JPG,2115,1542,2215,1590,0.794,0bg,Kf,,Kf,/mnt/user-data/uploads/10bg (dist=2px),,
crop_0128_trinity-2_20240820T233850_NewBrighton_DSC01607_conf0.51.jpg,trinity-2_20240820T233850_NewBrighton_DSC01607.JPG,7663,2605,7785,2637,0.514,0bg,W,,,,,
crop_0129_trinity-2_20240618T152524_NewBrighton_DSC00947_conf0.57.jpg,trinity-2_20240618T152524_NewBrighton_DSC00947.JPG,3949,2912,4237,3200,0.568,0bg,N,,,,,
crop_0130_trinity-2_20250521T004432_Seacliff_DSC02025_conf0.56.jpg,trinity-2_20250521T004432_Seacliff_DSC02025.JPG,6372,4873,6660,5160,0.563,0bg,W,,,,,
crop_0131_trinity-2_20250521T004432_Seacliff_DSC02025_conf0.73.jpg,trinity-2_20250521T004432_Seacliff_DSC02025.JPG,233,4878,306,4979,0.727,0bg,Od,,,,,
crop_0132_trinity-2_20240820T233850_NewBrighton_DSC01608_conf0.59.jpg,trinity-2_20240820T233850_NewBrighton_DSC01608.JPG,6229,4152,6254,4249,0.592,0bg,S,,Oc,/mnt/user-data/uploads/10bg (dist=1px),Shadow,
crop_0133_trinity-2_20240820T233850_NewBrighton_DSC01605_conf0.82.jpg,trinity-2_20240820T233850_NewBrighton_DSC01605.JPG,3643,1384,3750,1452,0.825,0bg,Od,,Od,/mnt/user-data/uploads/10bg (dist=3px),,
crop_0134_trinity-2_20250521T004432_Seacliff_DSC01963_conf0.70.jpg,trinity-2_20250521T004432_Seacliff_DSC01963.JPG,258,491,576,778,0.700,0bg,W,,,,,
crop_0135_trinity-2_20230901T183423_DSC04350_conf0.69.jpg,trinity-2_20230901T183423_DSC04350.JPG,4966,2174,5039,2263,0.689,0bg,B,,B,/mnt/user-data/outputs/5bg_manifest_final (dist=4px),,
crop_0136_trinity-2_20250116T191800_Davenport_DSC01679_conf0.86.jpg,trinity-2_20250116T191800_Davenport_DSC01679.JPG,2494,4904,2637,5017,0.858,0bg,H,Surfboard,H,/mnt/user-data/uploads/20bg (dist=21px),Surfboard,
