crop_filename,source_image,x1,y1,x2,y2,confidence,bg_level,category,Notes,suggested_category,suggested_from,suggested_notes,Notes
crop_0041_trinity-2_20241219T193922_Monterey_DSC01580_conf0.83.jpg,trinity-2_20241219T193922_Monterey_DSC01580.JPG,2583,3138,2635,3182,0.834,5bg,B,,B,/mnt/user-data/uploads/0bg (dist=1px),,
crop_0042_trinity-2_20250116T191800_Davenport_DSC01679_conf0.89.jpg,trinity-2_20250116T191800_Davenport_DSC01679.JPG,2422,4861,2712,5112,0.890,5bg,H,Surfboard,H,/mnt/user-data/uploads/20bg (dist=6px),Surfboard,
crop_0043_trinity-2_20240809T233952_NewBrighton_DSC01621_conf0.78.jpg,trinity-2_20240809T233952_NewBrighton_DSC01621.JPG,1179,1111,1470,1216,0.778,5bg,H,Kayak,,,,
crop_0044_trinity-2_20230901T183423_DSC04593_conf0.83.jpg,trinity-2_20230901T183423_DSC04593.JPG,2968,1068,2998,1107,0.829,5bg,B,,,,,
crop_0045_trinity-2_20240820T160209_Seymour_DSC01726_conf0.57.jpg,trinity-2_20240820T160209_Seymour_DSC01726.JPG,6377,3064,6662,3251,0.573,5bg,B,,,,,
crop_0046_trinity-2_20240820T160209_Seymour_DSC01693_conf0.71.jpg,trinity-2_20240820T160209_Seymour_DSC01693.JPG,1412,1531,1474,1587,0.707,5bg,B,,B,/mnt/user-data/uploads/0bg (dist=1px),,
crop_0047_trinity-2_20231006T165315_DSC04461_conf0.58.jpg,trinity-2_20231006T165315_DSC04461.JPG,5944,2636,5972,2647,0.582,5bg,Od,,,,,
crop_0048_trinity-2_20240820T233850_NewBrighton_DSC01706_conf0.56.jpg,trinity-2_20240820T233850_NewBrighton_DSC01706.JPG,6947,1591,7004,1607,0.562,5bg,B,,,,,
crop_0049_trinity-2_20230901T183423_DSC04364_conf0.72.jpg,trinity-2_20230901T183423_DSC04364.JPG,1038,3990,1061,4021,0.715,5bg,B,,B,/mnt/user-data/uploads/10bg (dist=24px),,
crop_0050_trinity-2_20241021T184730_MossLanding_DSC01656_conf0.62.jpg,trinity-2_20241021T184730_MossLanding_DSC01656.JPG,7075,1186,7318,1448,0.616,5bg,G,,,,,
crop_0051_trinity-2_20240820T160209_Seymour_DSC01693_conf0.64.jpg,trinity-2_20240820T160209_Seymour_DSC01693.JPG,3963,2579,4012,2628,0.645,5bg,B,,B,/mnt/user-data/uploads/20bg (dist=5px),,
crop_0052_trinity-2_20230901T183423_DSC04593_conf0.78.jpg,trinity-2_20230901T183423_DSC04593.JPG,1429,3985,1499,4019,0.776,5bg,B,,,,,
crop_0053_trinity-2_20241021T184730_MossLanding_DSC01746_conf0.50.jpg,trinity-2_20241021T184730_MossLanding_DSC01746.JPG,6106,2724,6202,2833,0.503,5bg,E,,,,,
crop_0054_trinity-2_20230901T183423_DSC04593_conf0.67.jpg,trinity-2_20230901T183423_DSC04593.JPG,4516,121,4566,163,0.665,5bg,B,,,,,
crop_0055_trinity-2_20240618T152524_NewBrighton_DSC00947_conf0.79.jpg,trinity-2_20240618T152524_NewBrighton_DSC00947.JPG,7520,144,7808,432,0.793,5bg,N,,,,,
crop_0056_trinity-2_20240809T233952_NewBrighton_DSC01418_conf0.80.jpg,trinity-2_20240809T233952_NewBrighton_DSC01418.JPG,2857,2537,2962,2613,0.804,5bg,W,,,,,
crop_0057_trinity-2_20231006T165315_DSC04596_conf0.65.jpg,trinity-2_20231006T165315_DSC04596.JPG,1546,194,1592,282,0.648,5bg,B,,B,/mnt/user-data/uploads/20bg (dist=6px),,
crop_0058_trinity-2_20230901T183423_DSC04534_conf0.56.jpg,trinity-2_20230901T183423_DSC04534.JPG,6514,437,6544,463,0.559,5bg,W,,,,,
crop_0059_trinity-2_20240809T233952_NewBrighton_DSC01705_conf0.64.jpg,trinity-2_20240809T233952_NewBrighton_DSC01705.JPG,5679,5191,5790,5267,0.645,5bg,E,,,,,
crop_0060_trinity-2_20250520T160528_Seacliff_DSC01501_conf0.77.jpg,trinity-2_20250520T160528_Seacliff_DSC01501.JPG,4844,1656,4895,1766,0.766,5bg,Oc,Pinniped,B,/mnt/user-data/uploads/10bg (dist=0px),,
crop_0061_trinity-2_20240820T160209_Seymour_DSC01648_conf0.82.jpg,trinity-2_20240820T160209_Seymour_DSC01648.JPG,3134,4152,3175,4219,0.816,5bg,B,,B,/mnt/user-data/uploads/10bg (dist=2px),,
crop_0062_trinity-2_20231006T165315_DSC04433_conf0.51.jpg,trinity-2_20231006T165315_DSC04433.JPG,4498,1044,4531,1194,0.510,5bg,Kf,,K,/mnt/user-data/uploads/0bg (dist=34px),,
crop_0063_trinity-1_20230607T194614_DSC00188_conf0.59.jpg,trinity-1_20230607T194614_DSC00188.JPG,7639,5246,7662,5269,0.587,5bg,W,,,,,
crop_0064_trinity-2_20250422T181708_Seacliff_DSC01786_conf0.54.jpg,trinity-2_20250422T181708_Seacliff_DSC01786.JPG,3839,2777,3866,2804,0.544,5bg,Kf,,,,,
crop_0065_trinity-2_20240820T160209_Seymour_DSC01712_conf0.68.jpg,trinity-2_20240820T160209_Seymour_DSC01712.JPG,504,2230,568,2289,0.681,5bg,B,,B,/mnt/user-data/uploads/20bg (dist=2px),,
crop_0066_trinity-2_20240703T153256_Seymour_DSC01251_conf0.53.jpg,trinity-2_20240703T153256_Seymour_DSC01251.JPG,5108,831,5176,892,0.531,5bg,Oc,,,,,
crop_0067_trinity-2_20250521T004432_Seacliff_DSC01963_conf0.60.jpg,trinity-2_20250521T004432_Seacliff_DSC01963.JPG,6372,2912,6660,3200,0.601,5bg,F,,,,,
crop_0068_trinity-2_20240809T233952_NewBrighton_DSC01387_conf0.61.jpg,trinity-2_20240809T233952_NewBrighton_DSC01387.JPG,3134,692,3253,717,0.611,5bg,W,,,,,
crop_0069_trinity-2_20240618T152524_NewBrighton_DSC00858_conf0.68.jpg,trinity-2_20240618T152524_NewBrighton_DSC00858.JPG,5782,1012,5845,1058,0.683,5bg,Kf,,,,,
crop_0070_trinity-2_20240820T160209_Seymour_DSC01607_conf0.88.jpg,trinity-2_20240820T160209_Seymour_DSC01607.JPG,470,3774,553,3841,0.879,5bg,Kf,,K,/mnt/user-data/uploads/0bg (dist=1px),,
crop_0071_trinity-2_20250422T181708_Seacliff_DSC01786_conf0.80.jpg,trinity-2_20250422T181708_Seacliff_DSC01786.JPG,3460,1038,3502,1116,0.802,5bg,Kf,,,,,
crop_0072_trinity-2_20250521T004432_Seacliff_DSC01963_conf0.57.jpg,trinity-2_20250521T004432_Seacliff_DSC01963.JPG,7520,836,7807,1123,0.570,5bg,W,,,,,
crop_0073_trinity-2_20250319T165348_Davenport_DSC01836_conf0.51.jpg,trinity-2_20250319T165348_Davenport_DSC01836.JPG,10,2340,30,2433,0.512,5bg,W,,,,,
crop_0074_trinity-2_20240820T160209_Seymour_DSC01607_conf0.64.jpg,trinity-2_20240820T160209_Seymour_DSC01607.JPG,6565,2206,6643,2260,0.641,5bg,E,,,,,
crop_0075_trinity-2_20250422T181708_Seacliff_DSC01786_conf0.56.jpg,trinity-2_20250422T181708_Seacliff_DSC01786.JPG,5279,4121,5455,4207,0.560,5bg,Km,,Km,/mnt/user-data/uploads/20bg (dist=12px),,
crop_0076_trinity-2_20230901T183423_DSC04593_conf0.51.jpg,trinity-2_20230901T183423_DSC04593.JPG,6026,3996,6073,4043,0.512,5bg,Od,,Kf,/mnt/user-data/uploads/20bg (dist=10px),,
crop_0077_trinity-2_20240809T233952_NewBrighton_DSC01621_conf0.61.jpg,trinity-2_20240809T233952_NewBrighton_DSC01621.JPG,1384,1195,1549,1475,0.612,5bg,H,Kayak,,,,
crop_0078_trinity-2_20240820T160209_Seymour_DSC01726_conf0.73.jpg,trinity-2_20240820T160209_Seymour_DSC01726.JPG,6574,3080,6665,3233,0.732,5bg,B,,B,/mnt/user-data/uploads/10bg (dist=18px),,
crop_0079_trinity-2_20241021T184730_MossLanding_DSC02023_conf0.77.jpg,trinity-2_20241021T184730_MossLanding_DSC02023.JPG,3446,4729,3525,4806,0.774,5bg,E,,E,/mnt/user-data/uploads/0bg (dist=4px),,
crop_0080_trinity-2_20240808T171312_Davenport_DSC01440_conf0.79.jpg,trinity-2_20240808T171312_Davenport_DSC01440.JPG,479,2918,614,2971,0.785,5bg,Km,,,,,
crop_0081_trinity-2_20250521T004432_Seacliff_DSC02025_conf0.73.jpg,trinity-2_20250521T004432_Seacliff_DSC02025.JPG,1803,5069,1904,5140,0.730,5bg,Oc,,,,,
crop_0082_trinity-2_20250509T160658_Davenport_DSC01853_conf0.85.jpg,trinity-2_20250509T160658_Davenport_DSC01853.JPG,54,0,148,53,0.847,5bg,B,,,,,
crop_0083_trinity-2_20240618T152524_NewBrighton_DSC00947_conf0.77.jpg,trinity-2_20240618T152524_NewBrighton_DSC00947.JPG,3240,2226,3310,2279,0.768,5bg,B,,B,/mnt/user-data/uploads/20bg (dist=0px),,
crop_0084_trinity-2_20241021T184730_MossLanding_DSC01674_conf0.74.jpg,trinity-2_20241021T184730_MossLanding_DSC01674.JPG,5548,653,5597,704,0.742,5bg,B,,B,/mnt/user-data/uploads/20bg (dist=4px),,
crop_0085_trinity-2_20250521T004432_Seacliff_DSC01922_conf0.75.jpg,trinity-2_20250521T004432_Seacliff_DSC01922.JPG,7405,2198,7465,2270,0.747,5bg,B,,B,/mnt/user-data/uploads/10bg (dist=9px),,
crop_0086_trinity-2_20240809T233952_NewBrighton_DSC01612_conf0.78.jpg,trinity-2_20240809T233952_NewBrighton_DSC01612.JPG,7904,3989,7936,4045,0.776,5bg,W,,W,/mnt/user-data/uploads/10bg (dist=2px),,
crop_0087_trinity-2_20240424T162215_DSC09867_conf0.50.jpg,trinity-2_20240424T162215_DSC09867.JPG,7574,2104,7596,2128,0.504,5bg,W,,,,,
crop_0088_trinity-2_20230901T183423_DSC04553_conf0.69.jpg,trinity-2_20230901T183423_DSC04553.JPG,6920,2916,6954,2971,0.693,5bg,B,Bird and Mola,B,/mnt/user-data/uploads/10bg (dist=11px),Mola and Bird,
crop_0089_trinity-2_20250521T004432_Seacliff_DSC02210_conf0.72.jpg,trinity-2_20250521T004432_Seacliff_DSC02210.JPG,2099,2787,2157,2867,0.724,5bg,E,,,,,
crop_0090_trinity-2_20240820T233850_NewBrighton_DSC01641_conf0.70.jpg,trinity-2_20240820T233850_NewBrighton_DSC01641.JPG,1241,1076,1260,1161,0.703,5bg,Oc,Batray,Oc,/mnt/user-data/uploads/10bg (dist=2px),Batray,
crop_0091_trinity-2_20240809T233952_NewBrighton_DSC01358_conf0.73.jpg,trinity-2_20240809T233952_NewBrighton_DSC01358.JPG,5542,4918,5716,5000,0.730,5bg,W,,,,,
crop_0092_trinity-2_20240621T153337_Seymour_DSC01245_conf0.91.jpg,trinity-2_20240621T153337_Seymour_DSC01245.JPG,2482,692,2641,1008,0.908,5bg,H,Kayak,H,/mnt/user-data/uploads/20bg (dist=8px),Kayak,
crop_0093_trinity-2_20240809T233952_NewBrighton_DSC01709_conf0.73.jpg,trinity-2_20240809T233952_NewBrighton_DSC01709.JPG,4644,4498,4935,4645,0.730,5bg,G,,G,/mnt/user-data/uploads/10bg (dist=10px),,
crop_0094_trinity-2_20240605T152806_NewBrighton_DSC00865_conf0.59.jpg,trinity-2_20240605T152806_NewBrighton_DSC00865.JPG,789,2260,811,2282,0.589,5bg,Od,,Od,/mnt/user-data/uploads/10bg (dist=1px),,
crop_0095_trinity-2_20250116T191800_Davenport_DSC01772_conf0.80.jpg,trinity-2_20250116T191800_Davenport_DSC01772.JPG,4070,3728,4115,3778,0.804,5bg,Kf,,Kf,/mnt/user-data/uploads/10bg (dist=8px),And Glint,
crop_0096_trinity-2_20250521T004432_Seacliff_DSC01922_conf0.91.jpg,trinity-2_20250521T004432_Seacliff_DSC01922.JPG,7323,2196,7491,2269,0.906,5bg,B,,B,/mnt/user-data/uploads/10bg (dist=3px),,
crop_0097_trinity-2_20240809T233952_NewBrighton_DSC01705_conf0.58.jpg,trinity-2_20240809T233952_NewBrighton_DSC01705.JPG,1038,3535,1236,3639,0.584,5bg,W,,,,,
crop_0098_trinity-2_20240820T160209_Seymour_DSC01345_conf0.53.jpg,trinity-2_20240820T160209_Seymour_DSC01345.JPG,5290,1236,5377,1485,0.525,5bg,Kf,,Kf,/mnt/user-data/uploads/20bg (dist=55px),,
crop_0099_trinity-2_20240809T233952_NewBrighton_DSC01709_conf0.75.jpg,trinity-2_20240809T233952_NewBrighton_DSC01709.JPG,1205,1288,1247,1391,0.752,5bg,W,,W,/mnt/user-data/uploads/20bg (dist=13px),,
crop_0100_trinity-2_20230901T183423_DSC04534_conf0.52.jpg,trinity-2_20230901T183423_DSC04534.JPG,7451,1210,7481,1249,0.516,5bg,Od,,,,,
crop_0101_trinity-2_20240820T233850_NewBrighton_DSC01605_conf0.53.jpg,trinity-2_20240820T233850_NewBrighton_DSC01605.JPG,2102,2529,2154,2606,0.531,5bg,Kf,,,,,
crop_0102_trinity-2_20241021T184730_MossLanding_DSC01887_conf0.76.jpg,trinity-2_20241021T184730_MossLanding_DSC01887.JPG,4712,27,4800,115,0.761,5bg,E,,,,,
crop_0103_trinity-2_20250319T165348_Davenport_DSC01836_conf0.67.jpg,trinity-2_20250319T165348_Davenport_DSC01836.JPG,1489,4203,1619,4309,0.673,5bg,F,,,,,
crop_0104_trinity-2_20240703T153256_Seymour_DSC01266_conf0.89.jpg,trinity-2_20240703T153256_Seymour_DSC01266.JPG,6921,697,7004,770,0.888,5bg,Oc,,Oc,/mnt/user-data/uploads/10bg (dist=2px),,
crop_0105_trinity-2_20241021T184730_MossLanding_DSC01818_conf0.55.jpg,trinity-2_20241021T184730_MossLanding_DSC01818.JPG,7566,3116,7754,3246,0.549,5bg,B,,B,/mnt/user-data/uploads/20bg (dist=18px),,
crop_0106_trinity-2_20241021T184730_MossLanding_DSC01658_conf0.75.jpg,trinity-2_20241021T184730_MossLanding_DSC01658.JPG,6247,3464,6349,3580,0.751,5bg,E,,,,,
crop_0107_trinity-1_20230607T194614_DSC00188_conf0.55.jpg,trinity-1_20230607T194614_DSC00188.JPG,6915,4361,6943,4375,0.555,5bg,W,,,,,
crop_0108_trinity-2_20241218T210331_Davenport_DSC02266_conf0.51.jpg,trinity-2_20241218T210331_Davenport_DSC02266.JPG,7211,3592,7247,3653,0.515,5bg,Od,,O,/mnt/user-data/uploads/0bg (dist=4px),,
crop_0109_trinity-2_20231006T165315_DSC04461_conf0.88.jpg,trinity-2_20231006T165315_DSC04461.JPG,2208,3961,2272,4011,0.879,5bg,Kf,,Kf,/mnt/user-data/uploads/20bg (dist=2px),,
crop_0110_trinity-2_20250116T191800_Davenport_DSC01772_conf0.75.jpg,trinity-2_20250116T191800_Davenport_DSC01772.JPG,3541,2768,3594,2805,0.754,5bg,E,,,,,
crop_0111_trinity-2_20241021T184730_MossLanding_DSC01658_conf0.61.jpg,trinity-2_20241021T184730_MossLanding_DSC01658.JPG,6173,1217,6294,1315,0.609,5bg,E,,,,,
crop_0112_trinity-2_20250116T191800_Davenport_DSC01679_conf0.66.jpg,trinity-2_20250116T191800_Davenport_DSC01679.JPG,2363,4866,2556,5111,0.664,5bg,H,Surfboard,H,/mnt/user-data/uploads/20bg (dist=54px),Surfboard,
crop_0113_trinity-2_20240820T233850_NewBrighton_DSC01706_conf0.57.jpg,trinity-2_20240820T233850_NewBrighton_DSC01706.JPG,3396,692,3489,726,0.568,5bg,Od,,,,,
crop_0114_trinity-2_20231006T165315_DSC04560_conf0.91.jpg,trinity-2_20231006T165315_DSC04560.JPG,1157,864,1268,902,0.905,5bg,Kf,,K,/mnt/user-data/uploads/0bg (dist=0px),,
crop_0115_trinity-2_20240820T160209_Seymour_DSC01345_conf0.86.jpg,trinity-2_20240820T160209_Seymour_DSC01345.JPG,3008,1716,3039,1746,0.858,5bg,Kf,,Kf,/mnt/user-data/uploads/10bg (dist=0px),,
crop_0116_trinity-2_20240808T171312_Davenport_DSC01348_conf0.88.jpg,trinity-2_20240808T171312_Davenport_DSC01348.JPG,851,4458,913,4506,0.882,5bg,Oc,,O,/mnt/user-data/uploads/0bg (dist=0px),,
crop_0117_trinity-2_20250521T004432_Seacliff_DSC02210_conf0.72.jpg,trinity-2_20250521T004432_Seacliff_DSC02210.JPG,1814,2368,1940,2490,0.718,5bg,W,,W,/mnt/user-data/uploads/0bg (dist=4px),,
crop_0118_trinity-2_20241021T184730_MossLanding_DSC01887_conf0.51.jpg,trinity-2_20241021T184730_MossLanding_DSC01887.JPG,4420,361,4505,452,0.515,5bg,E,,,,,
crop_0119_trinity-2_20240820T233850_NewBrighton_DSC01607_conf0.50.jpg,trinity-2_20240820T233850_NewBrighton_DSC01607.JPG,704,693,732,776,0.503,5bg,B,,B,/mnt/user-data/uploads/0bg (dist=4px),,
crop_0120_trinity-2_20230901T183423_DSC04350_conf0.67.jpg,trinity-2_20230901T183423_DSC04350.JPG,1730,872,1755,926,0.667,5bg,B,,B,/mnt/user-data/uploads/20bg (dist=1px),,
crop_0121_trinity-2_20240703T153256_Seymour_DSC01251_conf0.60.jpg,trinity-2_20240703T153256_Seymour_DSC01251.JPG,5109,807,5174,930,0.603,5bg,Oc,,,,,
crop_0122_trinity-2_20241218T210331_Davenport_DSC02266_conf0.65.jpg,trinity-2_20241218T210331_Davenport_DSC02266.JPG,6252,4990,6304,5046,0.646,5bg,B,,B,/mnt/user-data/uploads/20bg (dist=3px),,
crop_0123_trinity-2_20250521T004432_Seacliff_DSC01963_conf0.74.jpg,trinity-2_20250521T004432_Seacliff_DSC01963.JPG,7064,4872,7352,5160,0.737,5bg,W,,,,,
crop_0124_trinity-2_20241021T184730_MossLanding_DSC01658_conf0.60.jpg,trinity-2_20241021T184730_MossLanding_DSC01658.JPG,3468,3587,3541,3652,0.598,5bg,E,,,,,
crop_0125_trinity-2_20230901T183423_DSC04593_conf0.81.jpg,trinity-2_20230901T183423_DSC04593.JPG,5156,1609,5199,1657,0.808,5bg,B,,,,,
crop_0126_trinity-2_20240820T233850_NewBrighton_DSC01608_conf0.54.jpg,trinity-2_20240820T233850_NewBrighton_DSC01608.JPG,6235,4027,6250,4245,0.539,5bg,S,,Oc,/mnt/user-data/uploads/10bg (dist=64px),Shadow,
crop_0127_trinity-2_20230901T183423_DSC04364_conf0.78.jpg,trinity-2_20230901T183423_DSC04364.JPG,6517,2953,6588,2983,0.785,5bg,B,,,,,
crop_0128_trinity-2_20250422T181708_Seacliff_DSC01786_conf0.51.jpg,trinity-2_20250422T181708_Seacliff_DSC01786.JPG,3892,2624,3939,2707,0.508,5bg,Kf,,,,,
crop_0129_trinity-2_20241021T184730_MossLanding_DSC01708_conf0.71.jpg,trinity-2_20241021T184730_MossLanding_DSC01708.JPG,6818,1586,6889,1699,0.708,5bg,Oc,,,,,
crop_0130_trinity-2_20240820T233850_NewBrighton_DSC01608_conf0.70.jpg,trinity-2_20240820T233850_NewBrighton_DSC01608.JPG,4693,4767,4767,4884,0.703,5bg,E,,,,,
