20bg_manifest
crop_filename,source_image,x1,y1,x2,y2,confidence,bg_level,category,Notes
crop_0056_trinity-2_20240618T152524_NewBrighton_DSC00947_conf0.84.jpg,trinity-2_20240618T152524_NewBrighton_DSC00947.JPG,1666,1987,1717,2043,0.845,20bg,Kf,
crop_0057_trinity-2_20240618T152524_NewBrighton_DSC00947_conf0.84.jpg,trinity-2_20240618T152524_NewBrighton_DSC00947.JPG,3241,2226,3310,2279,0.836,20bg,B,
crop_0058_trinity-2_20240618T152524_NewBrighton_DSC00947_conf0.77.jpg,trinity-2_20240618T152524_NewBrighton_DSC00947.JPG,3243,2204,3310,2364,0.772,20bg,B,
crop_0059_trinity-2_20240618T152524_NewBrighton_DSC00947_conf0.51.jpg,trinity-2_20240618T152524_NewBrighton_DSC00947.JPG,3205,2225,3408,2279,0.512,20bg,B,
crop_0060_trinity-2_20240621T153337_Seymour_DSC01245_conf0.79.jpg,trinity-2_20240621T153337_Seymour_DSC01245.JPG,2528,692,2610,1015,0.789,20bg,H,Kayak
crop_0061_trinity-2_20240621T153337_Seymour_DSC01245_conf0.74.jpg,trinity-2_20240621T153337_Seymour_DSC01245.JPG,2489,413,2620,522,0.738,20bg,H,Kayak
crop_0062_trinity-2_20240702T162557_Seacliff_DSC01327_conf0.70.jpg,trinity-2_20240702T162557_Seacliff_DSC01327.JPG,6920,1670,7082,1738,0.702,20bg,Kf,
crop_0063_trinity-2_20240702T162557_Seacliff_DSC01327_conf0.51.jpg,trinity-2_20240702T162557_Seacliff_DSC01327.JPG,1491,2209,1521,2238,0.507,20bg,Od,
crop_0064_trinity-2_20240702T162557_Seacliff_DSC01545_conf0.85.jpg,trinity-2_20240702T162557_Seacliff_DSC01545.JPG,2588,4932,2631,5026,0.854,20bg,B,
crop_0065_trinity-2_20240703T153256_Seymour_DSC01185_conf0.81.jpg,trinity-2_20240703T153256_Seymour_DSC01185.JPG,7845,4728,7915,4764,0.814,20bg,Km,
crop_0066_trinity-2_20240703T153256_Seymour_DSC01185_conf0.79.jpg,trinity-2_20240703T153256_Seymour_DSC01185.JPG,5729,161,5753,237,0.787,20bg,B,
crop_0067_trinity-2_20240703T153256_Seymour_DSC01185_conf0.77.jpg,trinity-2_20240703T153256_Seymour_DSC01185.JPG,7835,4700,7915,4719,0.768,20bg,Km,
crop_0068_trinity-2_20240703T164523_Davenport_DSC01360_conf0.51.jpg,trinity-2_20240703T164523_Davenport_DSC01360.JPG,5002,4916,5050,4988,0.511,20bg,Kf,
crop_0069_trinity-2_20240703T164523_Davenport_DSC01436_conf0.63.jpg,trinity-2_20240703T164523_Davenport_DSC01436.JPG,7509,1869,7640,1978,0.631,20bg,Kf,
crop_0070_trinity-2_20240703T164523_Davenport_DSC01436_conf0.51.jpg,trinity-2_20240703T164523_Davenport_DSC01436.JPG,1201,3441,1407,3606,0.506,20bg,Km,
crop_0071_trinity-2_20240808T171312_Davenport_DSC01348_conf0.83.jpg,trinity-2_20240808T171312_Davenport_DSC01348.JPG,847,4455,916,4525,0.835,20bg,B,
crop_0072_trinity-2_20240808T171312_Davenport_DSC01348_conf0.74.jpg,trinity-2_20240808T171312_Davenport_DSC01348.JPG,863,4459,901,4522,0.742,20bg,B,
crop_0073_trinity-2_20240808T171312_Davenport_DSC01348_conf0.61.jpg,trinity-2_20240808T171312_Davenport_DSC01348.JPG,3603,3114,3891,3235,0.608,20bg,N,
crop_0074_trinity-2_20240809T233952_NewBrighton_DSC01358_conf0.80.jpg,trinity-2_20240809T233952_NewBrighton_DSC01358.JPG,2332,5073,2511,5116,0.801,20bg,W,
crop_0075_trinity-2_20240809T233952_NewBrighton_DSC01358_conf0.75.jpg,trinity-2_20240809T233952_NewBrighton_DSC01358.JPG,5536,3772,5623,3829,0.750,20bg,E,
crop_0076_trinity-2_20240809T233952_NewBrighton_DSC01358_conf0.50.jpg,trinity-2_20240809T233952_NewBrighton_DSC01358.JPG,117,3616,234,3665,0.503,20bg,E,
crop_0077_trinity-2_20240809T233952_NewBrighton_DSC01358_conf0.82.jpg,trinity-2_20240809T233952_NewBrighton_DSC01358.JPG,4152,2927,4311,2997,0.822,20bg,E,
crop_0078_trinity-2_20240809T233952_NewBrighton_DSC01358_conf0.59.jpg,trinity-2_20240809T233952_NewBrighton_DSC01358.JPG,1541,4989,1736,5045,0.591,20bg,W,
crop_0079_trinity-2_20240809T233952_NewBrighton_DSC01387_conf0.66.jpg,trinity-2_20240809T233952_NewBrighton_DSC01387.JPG,6562,1752,6680,1833,0.663,20bg,Oc,
crop_0080_trinity-2_20240809T233952_NewBrighton_DSC01387_conf0.58.jpg,trinity-2_20240809T233952_NewBrighton_DSC01387.JPG,6574,3280,6639,3323,0.583,20bg,W,
crop_0081_trinity-2_20240809T233952_NewBrighton_DSC01387_conf0.52.jpg,trinity-2_20240809T233952_NewBrighton_DSC01387.JPG,6228,848,6341,897,0.519,20bg,E,
crop_0082_trinity-2_20240809T233952_NewBrighton_DSC01387_conf0.58.jpg,trinity-2_20240809T233952_NewBrighton_DSC01387.JPG,6575,3258,6636,3375,0.577,20bg,W,
crop_0083_trinity-2_20240809T233952_NewBrighton_DSC01387_conf0.75.jpg,trinity-2_20240809T233952_NewBrighton_DSC01387.JPG,5318,0,5386,135,0.751,20bg,Kf,
crop_0084_trinity-2_20240809T233952_NewBrighton_DSC01418_conf0.74.jpg,trinity-2_20240809T233952_NewBrighton_DSC01418.JPG,7519,1758,7610,1869,0.745,20bg,W,
crop_0085_trinity-2_20240809T233952_NewBrighton_DSC01418_conf0.89.jpg,trinity-2_20240809T233952_NewBrighton_DSC01418.JPG,1058,4594,1216,4653,0.888,20bg,Kf,
crop_0086_trinity-2_20240809T233952_NewBrighton_DSC01418_conf0.52.jpg,trinity-2_20240809T233952_NewBrighton_DSC01418.JPG,346,4330,420,4365,0.516,20bg,W,
crop_0087_trinity-2_20240809T233952_NewBrighton_DSC01418_conf0.50.jpg,trinity-2_20240809T233952_NewBrighton_DSC01418.JPG,2902,1792,3070,1888,0.501,20bg,W,
crop_0088_trinity-2_20240809T233952_NewBrighton_DSC01418_conf0.75.jpg,trinity-2_20240809T233952_NewBrighton_DSC01418.JPG,2367,3729,2467,3866,0.753,20bg,Kf,
crop_0089_trinity-2_20240809T233952_NewBrighton_DSC01612_conf0.72.jpg,trinity-2_20240809T233952_NewBrighton_DSC01612.JPG,7445,1198,7606,1304,0.720,20bg,Oc,
crop_0090_trinity-2_20240809T233952_NewBrighton_DSC01612_conf0.59.jpg,trinity-2_20240809T233952_NewBrighton_DSC01612.JPG,7429,1067,7474,1139,0.591,20bg,W,
crop_0091_trinity-2_20240809T233952_NewBrighton_DSC01621_conf0.78.jpg,trinity-2_20240809T233952_NewBrighton_DSC01621.JPG,4581,144,4754,428,0.779,20bg,H,Boat
crop_0092_trinity-2_20240809T233952_NewBrighton_DSC01621_conf0.96.jpg,trinity-2_20240809T233952_NewBrighton_DSC01621.JPG,4296,489,4583,777,0.960,20bg,H,Boat
crop_0093_trinity-2_20240809T233952_NewBrighton_DSC01621_conf0.88.jpg,trinity-2_20240809T233952_NewBrighton_DSC01621.JPG,1155,1156,1389,1462,0.883,20bg,H,Kayak
crop_0094_trinity-2_20240809T233952_NewBrighton_DSC01621_conf0.84.jpg,trinity-2_20240809T233952_NewBrighton_DSC01621.JPG,1054,1165,1196,1465,0.842,20bg,H,Kayak
crop_0095_trinity-2_20240809T233952_NewBrighton_DSC01621_conf0.58.jpg,trinity-2_20240809T233952_NewBrighton_DSC01621.JPG,7785,2589,7855,2711,0.582,20bg,E,
crop_0096_trinity-2_20240809T233952_NewBrighton_DSC01690_conf0.55.jpg,trinity-2_20240809T233952_NewBrighton_DSC01690.JPG,7283,4867,7429,4950,0.546,20bg,W,
crop_0097_trinity-2_20240809T233952_NewBrighton_DSC01690_conf0.50.jpg,trinity-2_20240809T233952_NewBrighton_DSC01690.JPG,7790,3729,7825,3793,0.501,20bg,W,
crop_0098_trinity-2_20240809T233952_NewBrighton_DSC01705_conf0.55.jpg,trinity-2_20240809T233952_NewBrighton_DSC01705.JPG,7660,291,7823,480,0.553,20bg,W,
crop_0099_trinity-2_20240809T233952_NewBrighton_DSC01705_conf0.53.jpg,trinity-2_20240809T233952_NewBrighton_DSC01705.JPG,983,3281,1069,3323,0.531,20bg,W,
crop_0100_trinity-2_20240809T233952_NewBrighton_DSC01705_conf0.51.jpg,trinity-2_20240809T233952_NewBrighton_DSC01705.JPG,245,3149,311,3254,0.510,20bg,Oc,
crop_0101_trinity-2_20240809T233952_NewBrighton_DSC01709_conf0.83.jpg,trinity-2_20240809T233952_NewBrighton_DSC01709.JPG,73,3806,206,3873,0.827,20bg,W,
crop_0102_trinity-2_20240809T233952_NewBrighton_DSC01709_conf0.73.jpg,trinity-2_20240809T233952_NewBrighton_DSC01709.JPG,1730,3645,1851,3675,0.732,20bg,W,
crop_0103_trinity-2_20240809T233952_NewBrighton_DSC01709_conf0.55.jpg,trinity-2_20240809T233952_NewBrighton_DSC01709.JPG,211,1282,305,1447,0.554,20bg,W,
crop_0104_trinity-2_20240809T233952_NewBrighton_DSC01709_conf0.53.jpg,trinity-2_20240809T233952_NewBrighton_DSC01709.JPG,1186,1277,1289,1388,0.535,20bg,W,
crop_0105_trinity-2_20240820T160209_Seymour_DSC01345_conf0.54.jpg,trinity-2_20240820T160209_Seymour_DSC01345.JPG,3008,1730,3038,1746,0.535,20bg,Kf,
crop_0106_trinity-2_20240820T160209_Seymour_DSC01345_conf0.70.jpg,trinity-2_20240820T160209_Seymour_DSC01345.JPG,3007,1716,3038,1745,0.703,20bg,Kf,
crop_0107_trinity-2_20240820T160209_Seymour_DSC01345_conf0.55.jpg,trinity-2_20240820T160209_Seymour_DSC01345.JPG,5253,1268,5514,1498,0.554,20bg,Kf,
crop_0108_trinity-2_20240820T160209_Seymour_DSC01345_conf0.54.jpg,trinity-2_20240820T160209_Seymour_DSC01345.JPG,5797,2850,5846,2891,0.537,20bg,Od,
crop_0109_trinity-2_20240820T160209_Seymour_DSC01345_conf0.65.jpg,trinity-2_20240820T160209_Seymour_DSC01345.JPG,1134,2422,1291,2513,0.653,20bg,B,
crop_0110_trinity-2_20240820T160209_Seymour_DSC01607_conf0.72.jpg,trinity-2_20240820T160209_Seymour_DSC01607.JPG,2616,3114,2641,3192,0.717,20bg,B,
crop_0111_trinity-2_20240820T160209_Seymour_DSC01693_conf0.75.jpg,trinity-2_20240820T160209_Seymour_DSC01693.JPG,3959,2561,4007,2683,0.749,20bg,B,
crop_0112_trinity-2_20240820T160209_Seymour_DSC01693_conf0.75.jpg,trinity-2_20240820T160209_Seymour_DSC01693.JPG,1411,1524,1475,1599,0.746,20bg,B,
crop_0113_trinity-2_20240820T160209_Seymour_DSC01693_conf0.64.jpg,trinity-2_20240820T160209_Seymour_DSC01693.JPG,3960,2577,4006,2627,0.639,20bg,B,
crop_0114_trinity-2_20240820T160209_Seymour_DSC01712_conf0.78.jpg,trinity-2_20240820T160209_Seymour_DSC01712.JPG,505,2234,564,2282,0.785,20bg,B,
crop_0115_trinity-2_20240820T160209_Seymour_DSC01726_conf0.64.jpg,trinity-2_20240820T160209_Seymour_DSC01726.JPG,5203,3905,5227,3994,0.643,20bg,B,
crop_0116_trinity-2_20240820T160209_Seymour_DSC01726_conf0.63.jpg,trinity-2_20240820T160209_Seymour_DSC01726.JPG,5155,3922,5224,3982,0.632,20bg,B,
crop_0117_trinity-2_20240820T160209_Seymour_DSC01785_conf0.80.jpg,trinity-2_20240820T160209_Seymour_DSC01785.JPG,6151,864,6223,902,0.798,20bg,B,
crop_0118_trinity-2_20240820T233850_NewBrighton_DSC01607_conf0.76.jpg,trinity-2_20240820T233850_NewBrighton_DSC01607.JPG,576,1141,774,1226,0.763,20bg,B,
crop_0119_trinity-2_20240820T233850_NewBrighton_DSC01607_conf0.63.jpg,trinity-2_20240820T233850_NewBrighton_DSC01607.JPG,711,1038,751,1231,0.630,20bg,B,
crop_0120_trinity-2_20240820T233850_NewBrighton_DSC01608_conf0.84.jpg,trinity-2_20240820T233850_NewBrighton_DSC01608.JPG,6145,4117,6257,4294,0.843,20bg,Oc,Shadow
crop_0121_trinity-2_20240820T233850_NewBrighton_DSC01706_conf0.84.jpg,trinity-2_20240820T233850_NewBrighton_DSC01706.JPG,755,3207,866,3529,0.842,20bg,H,Boat
crop_0122_trinity-2_20240820T233850_NewBrighton_DSC01706_conf0.91.jpg,trinity-2_20240820T233850_NewBrighton_DSC01706.JPG,4187,2768,4399,2994,0.910,20bg,B,
crop_0123_trinity-2_20240820T233850_NewBrighton_DSC01706_conf0.73.jpg,trinity-2_20240820T233850_NewBrighton_DSC01706.JPG,3948,2422,4007,2513,0.732,20bg,B,
crop_0124_trinity-2_20240820T233850_NewBrighton_DSC01706_conf0.92.jpg,trinity-2_20240820T233850_NewBrighton_DSC01706.JPG,1055,2975,1427,3222,0.917,20bg,H,Boat
crop_0125_trinity-2_20240820T233850_NewBrighton_DSC01706_conf0.90.jpg,trinity-2_20240820T233850_NewBrighton_DSC01706.JPG,6228,311,6531,486,0.903,20bg,B,
crop_0126_trinity-2_20241021T184730_MossLanding_DSC01656_conf0.73.jpg,trinity-2_20241021T184730_MossLanding_DSC01656.JPG,1863,2880,1985,2966,0.732,20bg,B,
crop_0127_trinity-2_20241021T184730_MossLanding_DSC01674_conf0.78.jpg,trinity-2_20241021T184730_MossLanding_DSC01674.JPG,5553,660,5596,705,0.784,20bg,B,
crop_0128_trinity-2_20241021T184730_MossLanding_DSC01674_conf0.74.jpg,trinity-2_20241021T184730_MossLanding_DSC01674.JPG,5543,692,5610,721,0.741,20bg,B,
crop_0129_trinity-2_20241021T184730_MossLanding_DSC01691_conf0.65.jpg,trinity-2_20241021T184730_MossLanding_DSC01691.JPG,1318,3657,1376,3679,0.649,20bg,B,
crop_0130_trinity-2_20241021T184730_MossLanding_DSC01704_conf0.75.jpg,trinity-2_20241021T184730_MossLanding_DSC01704.JPG,346,1498,382,1575,0.755,20bg,Oc,Pinniped
crop_0131_trinity-2_20241021T184730_MossLanding_DSC01704_conf0.57.jpg,trinity-2_20241021T184730_MossLanding_DSC01704.JPG,1239,480,1258,543,0.574,20bg,B,
crop_0132_trinity-2_20241021T184730_MossLanding_DSC01708_conf0.84.jpg,trinity-2_20241021T184730_MossLanding_DSC01708.JPG,5898,1819,5927,1849,0.843,20bg,Kf,
crop_0133_trinity-2_20241021T184730_MossLanding_DSC01708_conf0.81.jpg,trinity-2_20241021T184730_MossLanding_DSC01708.JPG,6187,2586,6263,2697,0.811,20bg,Kf,
crop_0134_trinity-2_20241021T184730_MossLanding_DSC01708_conf0.70.jpg,trinity-2_20241021T184730_MossLanding_DSC01708.JPG,6236,2608,6253,2637,0.702,20bg,Kf,
crop_0135_trinity-2_20241021T184730_MossLanding_DSC01708_conf0.62.jpg,trinity-2_20241021T184730_MossLanding_DSC01708.JPG,6194,2604,6262,2636,0.622,20bg,Kf,
crop_0136_trinity-2_20241021T184730_MossLanding_DSC01708_conf0.55.jpg,trinity-2_20241021T184730_MossLanding_DSC01708.JPG,6228,2597,6262,2681,0.551,20bg,Kf,
crop_0137_trinity-2_20241021T184730_MossLanding_DSC01818_conf0.65.jpg,trinity-2_20241021T184730_MossLanding_DSC01818.JPG,7653,3148,7700,3202,0.649,20bg,B,
crop_0138_trinity-2_20241021T184730_MossLanding_DSC01887_conf0.52.jpg,trinity-2_20241021T184730_MossLanding_DSC01887.JPG,5096,2768,5211,2804,0.518,20bg,B,
crop_0139_trinity-2_20241021T184730_MossLanding_DSC01928_conf0.73.jpg,trinity-2_20241021T184730_MossLanding_DSC01928.JPG,3352,4663,3459,4706,0.726,20bg,B,
crop_0140_trinity-2_20241021T184730_MossLanding_DSC01928_conf0.53.jpg,trinity-2_20241021T184730_MossLanding_DSC01928.JPG,3468,4733,3487,4817,0.531,20bg,B,
crop_0141_trinity-2_20241021T184730_MossLanding_DSC01935_conf0.71.jpg,trinity-2_20241021T184730_MossLanding_DSC01935.JPG,2770,1583,2899,1604,0.713,20bg,B,
crop_0142_trinity-2_20241218T210331_Davenport_DSC02266_conf0.70.jpg,trinity-2_20241218T210331_Davenport_DSC02266.JPG,6225,4986,6328,5044,0.701,20bg,B,
crop_0143_trinity-2_20241218T210331_Davenport_DSC02266_conf0.62.jpg,trinity-2_20241218T210331_Davenport_DSC02266.JPG,3389,2213,3561,2335,0.617,20bg,W,
crop_0144_trinity-2_20241218T210331_Davenport_DSC02266_conf0.57.jpg,trinity-2_20241218T210331_Davenport_DSC02266.JPG,1038,4376,1194,4490,0.570,20bg,W,
crop_0145_trinity-2_20241219T193922_Monterey_DSC01580_conf0.75.jpg,trinity-2_20241219T193922_Monterey_DSC01580.JPG,2585,3138,2630,3181,0.749,20bg,B,
crop_0146_trinity-2_20241219T193922_Monterey_DSC01580_conf0.72.jpg,trinity-2_20241219T193922_Monterey_DSC01580.JPG,6532,1940,6581,1954,0.717,20bg,B,
crop_0147_trinity-2_20241219T193922_Monterey_DSC01580_conf0.70.jpg,trinity-2_20241219T193922_Monterey_DSC01580.JPG,1578,2381,1602,2425,0.697,20bg,B,
crop_0148_trinity-2_20241219T193922_Monterey_DSC01607_conf0.59.jpg,trinity-2_20241219T193922_Monterey_DSC01607.JPG,1823,1365,1847,1388,0.593,20bg,Oc,
crop_0149_trinity-2_20250116T191800_Davenport_DSC01679_conf0.83.jpg,trinity-2_20250116T191800_Davenport_DSC01679.JPG,2495,4859,2639,5103,0.826,20bg,H,Surfboard
crop_0150_trinity-2_20250116T191800_Davenport_DSC01679_conf0.69.jpg,trinity-2_20250116T191800_Davenport_DSC01679.JPG,2034,4864,2306,5004,0.688,20bg,H,Surfboard
crop_0151_trinity-2_20250116T191800_Davenport_DSC01679_conf0.69.jpg,trinity-2_20250116T191800_Davenport_DSC01679.JPG,1651,4865,1826,5006,0.685,20bg,F,
crop_0152_trinity-2_20250116T191800_Davenport_DSC01679_conf0.67.jpg,trinity-2_20250116T191800_Davenport_DSC01679.JPG,2220,4772,2507,5126,0.668,20bg,H,Surfboard
crop_0153_trinity-2_20250116T191800_Davenport_DSC01679_conf0.51.jpg,trinity-2_20250116T191800_Davenport_DSC01679.JPG,2437,4912,2580,5019,0.507,20bg,H,Surfboard
crop_0154_trinity-2_20250116T191800_Davenport_DSC01772_conf0.77.jpg,trinity-2_20250116T191800_Davenport_DSC01772.JPG,4075,3729,4115,3761,0.773,20bg,Kf,
